tank1,tank2,tank3,target
74.236990,45.666250,5.845800,2
29.992940,94.861730,16.802010,2
35.479730,79.996600,5.739180,2
58.330720,176.868690,15.174290,2
59.780800,132.947840,41.933470,2
70.109760,82.146310,50.463730,3
0.735300,138.344020,66.134270,0
3.840090,73.650020,97.903180,0
42.073660,100.389080,90.993020,0
71.726190,116.414030,79.780470,3
86.436630,91.377610,47.510840,2
38.605090,193.341230,69.716630,0
8.322310,172.591920,48.055990,0
6.875390,109.943450,41.716430,0
87.774940,40.798920,82.646460,1
55.768870,10.922060,97.184530,1
51.261520,58.175370,46.940680,2
85.785780,60.980620,19.267640,2
12.907120,59.571880,78.004810,0
47.162640,45.496320,16.618500,2
33.272950,187.984870,34.302670,0
98.812410,97.046090,17.916390,2
89.114010,92.071070,70.967130,3
98.371160,10.035070,9.669460,2
72.045670,56.365000,18.430140,2
3.936190,4.369340,77.448560,0
13.443340,93.544120,60.589680,0
42.835180,5.421330,78.350150,1
1.051320,152.377980,89.330450,0
43.283990,107.108490,47.698340,0
38.920860,177.484910,89.393350,0
33.581640,123.013950,92.690760,0
96.205850,101.791810,45.282480,2
27.869430,191.774370,14.281430,2
57.982960,56.510050,27.900830,2
40.496860,199.758590,5.496630,2
57.854180,16.514430,15.452080,2
43.956290,102.092030,25.879240,2
31.645710,17.393400,30.321980,1
96.655840,188.941480,33.487830,2
57.085390,181.919080,0.618380,2
81.068360,189.673910,9.132570,2
16.144770,192.149260,53.754010,0
1.419660,51.526400,44.994370,0
69.290890,146.632080,99.542150,3
28.751120,107.644020,53.332350,0
40.564530,33.832380,97.745660,1
85.331720,99.666610,60.324540,3
22.726110,108.757410,69.497010,0
51.516700,198.057030,61.134170,3
37.097370,154.430410,17.046250,2
38.451580,69.391790,43.180710,0
78.177980,96.834610,79.401450,3
57.648890,68.413890,80.997870,3
23.828970,44.876600,50.450290,0
26.084920,1.817410,64.829750,1
51.109380,89.103560,96.696850,3
57.119920,172.686320,13.945020,2
56.920650,173.595930,58.310580,3
71.801420,74.408710,9.244950,2
45.790030,78.895880,86.706020,0
24.399530,193.346850,95.813810,0
24.763160,69.610390,89.555570,0
96.662220,88.687820,32.099700,2
52.609400,137.553840,27.347450,2
73.647320,10.331470,4.929450,2
38.628770,70.694640,31.563320,2
49.101980,64.146720,19.225790,2
30.946950,194.980850,41.111340,0
44.471280,115.309000,98.334080,0
24.160130,136.256420,71.598470,0
60.732440,17.715670,67.687230,1
6.409470,119.228530,73.958120,0
21.096990,168.324400,3.035380,2
84.381290,92.065810,21.758790,2
13.377810,190.661430,7.266560,2
19.909340,69.564470,62.023480,0
54.480110,25.128700,28.972800,1
23.875180,42.708570,41.114430,0
70.403150,43.490590,36.667890,2
39.091740,195.291310,95.466640,0
80.013760,48.331780,6.803730,2
31.690410,53.358910,50.592580,0
77.772790,171.664590,84.486410,3
35.967560,137.446870,31.283420,2
6.090550,140.313050,0.982760,2
40.918260,65.875850,69.337750,0
76.624550,60.818930,81.162700,1
29.391680,89.265270,72.701850,0
69.292020,197.473690,22.516100,2
66.231790,121.936380,91.509850,3
15.636210,150.359630,56.826860,0
27.466590,94.886980,33.377660,0
57.931340,177.800120,56.930500,3
63.172240,103.749570,5.116550,2
23.285860,98.400350,31.023530,0
18.176360,100.826570,32.280980,0
25.810760,92.797080,13.328430,2
92.774570,173.540420,70.762060,3
10.621380,155.175450,80.795730,0
76.776460,22.793180,64.390800,1
83.432480,115.470680,64.640740,3
45.836350,105.741460,3.437690,2
63.896300,16.289440,43.501460,1
29.265510,109.085590,13.341630,2
69.164340,159.002310,16.335440,2
10.431310,29.103100,87.712760,0
52.818930,93.452200,10.671180,2
64.955600,173.599920,82.818590,3
62.605470,15.055740,11.239700,2
4.930900,51.495840,13.566150,0
26.004800,77.011610,94.298280,0
61.037610,166.994760,71.035150,3
11.250310,147.184080,27.509890,0
63.910780,68.192390,99.767230,3
26.355150,55.826090,93.067230,0
2.464440,139.337800,72.532640,0
83.637860,194.887860,97.560190,3
6.527680,164.367860,64.630990,0
64.734210,25.669990,65.018720,1
98.248260,182.363710,43.913070,2
3.994800,72.458700,82.639030,0
70.149910,91.868730,5.510150,2
42.689470,93.804990,92.855550,0
64.108610,62.330580,52.531830,3
6.605530,194.513650,36.005990,0
47.786740,71.056790,68.251170,0
66.223220,143.064460,26.814320,2
31.566850,25.050250,65.551000,1
3.979710,119.536470,86.969590,0
89.083210,89.807550,45.930370,2
7.696920,134.153010,82.125940,0
24.465510,84.260180,83.883930,0
87.712050,48.636000,55.057060,1
19.249320,20.375750,91.112050,0
82.050750,152.006980,4.876630,2
84.372880,87.608820,34.239510,2
54.647640,18.270650,75.664650,1
58.243510,37.318020,18.823220,2
18.424870,11.400480,58.779840,1
84.034820,3.499640,4.900460,1
57.277030,163.899140,32.673890,2
34.961440,119.269300,27.421290,2
2.660840,147.045700,62.564990,0
58.075600,148.336830,67.523080,3
20.588200,70.496210,12.611010,2
12.985700,135.239150,85.860010,0
96.273260,125.669420,18.410130,2
10.565030,162.570190,57.875650,0
61.828500,156.292420,70.327720,3
83.445830,11.242780,74.752060,1
85.085280,57.227010,64.044730,1
31.416210,191.594210,3.342360,2
57.979280,33.300710,71.222020,1
17.589030,47.076650,49.437080,0
91.483490,42.342870,14.424000,2
75.897680,100.123910,91.178510,3
14.661460,129.185580,23.287910,0
15.676040,136.685880,59.368460,0
75.482750,61.892520,44.797170,2
40.547170,196.817890,29.224900,2
29.481720,70.909640,56.459410,0
25.232270,183.057990,26.568560,0
89.581570,20.695010,65.656270,1
90.698550,33.749890,96.832700,1
45.288340,189.143020,67.682000,0
30.158690,37.660500,30.373500,0
9.301740,28.773590,10.466040,0
42.294350,159.115680,14.138360,2
13.032040,128.685790,19.718300,0
9.761000,33.369720,92.373140,0
82.147130,70.812910,65.582080,3
53.727570,135.424850,68.267120,3
62.873400,53.220270,3.900640,2
45.556680,178.194780,56.949730,0
83.239100,198.324870,16.361620,2
69.177760,134.858710,97.995540,3
98.560070,137.335720,24.361480,2
79.855580,21.405830,78.069930,1
91.019610,76.566680,63.063530,3
43.014270,87.553010,31.037090,2
76.212960,187.235310,94.075090,3
17.478130,174.948730,73.743140,0
25.283740,13.456920,26.799730,1
91.220820,126.635730,72.105470,3
25.715240,143.877630,2.812150,2
37.532130,125.350670,14.609660,2
82.300360,47.006260,65.228110,1
40.519710,119.208720,10.745060,2
1.691280,181.912890,26.963000,0
81.967700,199.870060,21.143130,2
26.517070,132.571960,96.544860,0
91.581430,100.575100,79.511030,3
13.574590,195.487640,96.435320,0
16.372900,59.884620,10.015500,2
27.171760,163.191160,37.831560,0
8.839700,68.445100,98.138330,0
62.968360,83.232190,16.653850,2
98.617680,164.169800,28.147730,2
7.006870,11.325110,12.037810,0
58.076860,185.752680,49.674340,2
84.294550,89.177320,70.858350,3
73.187270,34.792740,36.121610,1
63.730220,14.139320,36.154020,1
53.479950,199.244900,47.453360,2
81.605680,86.413460,79.639070,3
59.541480,177.319090,41.094260,2
60.430440,126.003740,41.738290,2
14.431200,18.711880,1.667160,2
87.353430,47.294980,21.150670,2
73.603540,64.003220,50.604470,3
16.251110,191.949140,85.158140,0
86.378960,81.354750,76.236120,3
14.387620,1.723800,1.997290,1
58.660170,91.078980,51.801530,3
0.746310,84.537320,71.806820,0
44.269370,146.443840,23.301900,2
81.314200,117.686250,21.076310,2
23.672050,125.606090,82.993960,0
41.562780,51.660090,86.701160,0
66.926830,89.617100,48.790020,2
20.425650,125.360530,35.874250,0
99.564520,96.036700,48.588560,2
56.585180,183.351200,80.081810,3
45.113010,143.739850,58.623550,0
49.236700,38.463150,46.393630,1
24.581860,182.968430,33.540680,0
95.226400,106.611060,63.154440,3
54.294040,25.876120,37.582120,1
9.914610,124.590810,44.687420,0
77.798500,44.094100,16.456610,2
40.633220,185.317080,71.042180,0
41.892360,103.454430,8.421300,2
98.457590,133.281460,28.540410,2
58.580840,21.896470,96.583670,1
17.478500,129.606060,24.545450,0
71.756140,155.364270,67.341970,3
61.449950,178.493820,7.862670,2
33.091480,49.657500,98.801400,0
38.938980,146.522540,68.472520,0
21.208120,47.799540,28.128460,0
41.112730,46.865010,1.965150,2
87.939310,193.121970,34.157040,2
33.850690,1.418360,68.025070,1
82.543990,29.321660,15.966630,2
79.008320,123.258150,4.486060,2
62.254700,61.783540,36.872520,2
76.973140,162.187040,40.035660,2
94.715290,81.292540,77.183600,3
48.387730,179.506470,90.776120,0
8.741680,187.298670,82.553480,0
79.131070,40.182270,80.511920,1
85.013270,57.830070,95.226010,1
4.986010,29.981850,53.758110,0
57.579250,129.030020,1.696910,2
96.036680,8.917620,14.306200,1
1.401450,113.371690,93.226690,0
66.594720,164.531490,1.328120,2
54.201530,91.912600,49.896790,2
7.221320,136.887070,50.322040,0
76.514880,97.058130,14.938160,2
64.825700,34.477270,87.239460,1
61.311620,31.440780,96.233810,1
51.836550,14.579690,62.683290,1
25.319890,160.738690,81.782210,0
97.894740,100.373910,45.495690,2
75.347560,26.494130,54.691550,1
54.624760,17.894620,41.798410,1
85.328480,171.230720,9.923770,2
9.072090,52.539100,87.476610,0
12.890260,143.999360,10.116560,2
62.313790,71.213460,78.891400,3
23.369040,127.840370,23.568250,0
71.366030,174.735610,12.680180,2
86.659570,118.715050,12.711050,2
42.754190,32.172060,70.034790,1
75.886810,21.159300,50.613990,1
81.462510,187.232610,51.351790,3
95.027920,107.137790,39.419050,2
84.820310,98.596540,47.190250,2
49.031250,169.357000,83.194150,0
40.352000,66.659970,49.192800,0
57.277250,47.667440,79.395510,1
48.648280,66.809110,10.682100,2
23.884520,189.856230,30.509970,0
16.885930,92.134560,30.708770,0
3.515930,64.629040,54.410860,0
55.171240,71.311780,44.730280,2
96.551790,75.469700,25.822680,2
24.346700,91.552920,75.952010,0
20.598820,141.859230,2.114980,2
41.893300,155.173010,33.873300,2
56.373710,40.995850,74.199540,1
5.227910,170.508530,19.819640,0
87.439800,70.505850,72.268360,1
31.922530,181.182330,12.663710,2
17.851980,98.606030,8.193840,2
19.598020,188.753280,97.648970,0
37.625930,184.657200,54.482470,0
26.974250,140.479740,65.890180,0
98.912530,53.009460,67.205950,1
5.202380,22.729210,0.391840,2
99.946070,160.454740,78.672300,3
50.972610,60.013420,15.126430,2
28.467470,75.194240,75.631010,0
53.966180,15.496730,1.802900,2
10.233220,82.099740,93.319290,0
63.740250,160.365180,46.637460,2
36.166610,21.680070,87.593300,1
78.316000,33.623620,51.226060,1
48.737480,125.018310,94.618690,0
57.977140,108.043450,5.032290,2
6.290750,37.469360,3.247080,2
74.335290,144.666060,13.605620,2
83.607890,30.957210,30.117560,2
24.897690,74.461420,25.466380,0
48.895090,81.481580,98.656950,0
5.592640,28.436280,5.282590,2
62.584120,10.901860,83.643970,1
51.193860,105.401520,56.159450,3
17.081370,39.538060,31.881730,0
59.349640,42.023560,11.633170,2
97.011690,4.396360,80.269740,1
78.803510,59.442820,13.562660,2
14.562860,139.486320,64.280660,0
78.274570,187.496230,69.192740,3
15.585150,48.688520,84.219370,0
20.930610,14.504460,70.328010,1
40.252640,184.008010,65.025510,0
9.041900,189.571310,25.855730,0
33.721250,80.452080,5.122430,2
49.651540,24.663700,40.097030,1
35.070980,154.568020,80.317050,0
15.341290,73.310240,37.335320,0
15.141040,159.690700,70.722830,0
19.038180,73.344380,10.580500,2
62.820660,24.274380,98.593420,1
78.068210,78.047710,57.856390,3
91.134180,110.819860,17.449850,2
37.870340,168.628970,64.421300,0
65.072440,173.364300,89.397310,3
91.979260,18.969840,54.412600,1
74.050950,151.385370,60.671620,3
16.678730,159.484110,72.011130,0
8.613580,92.761960,17.397740,0
33.747700,3.616220,40.032990,1
54.987690,123.916520,66.349030,3
83.629130,43.092580,12.048180,2
85.153720,31.322560,97.476010,1
84.253820,100.175320,98.142140,3
9.737670,60.613150,63.822440,0
35.000690,185.674510,6.562610,2
54.941180,118.173250,65.272810,3
25.566620,72.913290,84.368050,0
19.494280,165.373570,56.265540,0
76.218750,142.721470,20.751150,2
56.881270,173.544630,43.211620,2
96.659080,90.443020,14.278560,2
38.943470,190.340480,31.972080,2
86.809820,176.250140,35.018650,2
8.325770,144.911580,31.151230,0
78.292360,88.530970,48.526670,2
77.790940,76.472670,44.312730,2
37.619050,73.468100,52.594660,0
80.879940,72.353660,52.425470,3
67.072730,53.887890,27.752280,2
93.341310,144.706910,57.718670,3
64.772010,5.859890,61.810300,1
50.950890,109.149940,35.942380,2
8.147390,38.667850,95.074470,0
40.869960,93.336630,5.270980,2
3.756620,143.436290,53.809470,0
50.870600,48.624910,74.475070,1
16.823660,37.986950,46.071220,0
28.627990,49.492600,64.523760,0
65.097170,164.903410,41.770860,2
7.308510,54.733280,98.000550,0
59.625860,141.947420,0.735780,2
51.820570,7.505730,56.923020,1
92.077080,193.683830,54.055270,3
45.820480,189.003420,67.360980,0
6.489930,93.145120,24.024500,0
46.980430,91.093110,58.214480,0
35.677050,32.854090,50.371940,1
83.020290,132.802450,33.836790,2
93.552300,182.441510,20.934840,2
3.941760,148.261740,82.761030,0
96.786460,177.967280,60.053480,3
53.005230,5.568210,24.665640,1
45.961480,125.700780,55.725180,0
74.263600,55.953390,56.495260,1
8.814220,82.733100,75.016080,0
69.340090,198.128550,27.789110,2
49.818930,65.906080,44.060310,2
85.695010,136.841820,88.244120,3
20.351110,174.672220,5.976230,2
88.859930,65.814760,31.458760,2
51.208860,188.138040,4.778140,2
35.223100,171.314400,39.605450,0
19.915690,84.958840,38.555250,0
91.541620,152.386880,50.511560,3
98.837060,93.055510,5.823780,2
26.227430,87.214100,15.690260,2
94.756510,153.369780,26.828720,2
59.080450,144.289830,94.127890,3
88.163530,103.038450,77.465260,3
56.214480,110.540780,11.474200,2
12.613770,105.906720,26.886150,0
2.103690,144.567840,3.248660,0
59.527680,107.838760,96.881470,3
48.421310,12.720290,55.168800,1
84.109620,199.369860,43.034320,2
32.029870,181.330660,19.124210,2
61.542890,81.142880,4.108240,2
34.728850,53.045700,68.609120,0
94.879050,53.609440,81.146590,1
5.535980,107.624200,7.055010,0
93.403300,153.270260,65.794990,3
82.389640,129.503960,96.894440,3
71.395790,184.931720,51.713190,3
11.706440,105.635540,12.687280,0
59.249350,96.498610,62.257540,3
1.004700,38.968100,49.133040,0
95.050360,76.721810,42.437200,2
71.469610,120.758550,29.892620,2
41.081640,43.539960,96.602150,0
13.063440,74.367360,2.583900,2
22.177950,156.094230,20.117520,2
8.006340,94.890640,0.996920,2
8.476620,161.525170,77.147330,0
91.513880,170.903090,68.317560,3
5.233290,156.569720,84.551080,0
79.908210,101.695810,23.290180,2
84.533000,145.432560,98.076120,3
15.569260,45.132920,21.179810,0
79.253980,37.381460,6.665980,2
99.856080,4.963440,83.524410,1
36.536680,168.323090,55.462050,0
90.163120,185.238600,0.909820,2
7.541220,50.071750,66.931540,0
88.827220,91.988390,60.697310,3
18.849990,160.993370,96.732810,0
26.859890,98.965190,8.611610,2
55.913670,100.556690,14.443650,2
44.206620,66.820930,52.183090,0
58.565430,1.699120,76.100600,1
71.301430,73.257280,5.293590,2
75.493250,191.035030,24.015160,2
32.352460,36.762580,57.693610,0
15.484140,71.238790,69.701300,0
56.011600,77.292510,42.024960,2
56.211090,1.172950,7.850990,1
88.125810,15.575800,70.680360,1
92.003820,54.136720,37.049140,2
56.892140,176.341790,94.190560,3
73.956320,17.323950,66.915420,1
41.030370,94.140200,4.914840,2
19.106210,158.102720,45.395880,0
30.166220,76.803810,85.439950,0
74.899900,54.463080,11.750180,2
25.199820,184.151290,58.158880,0
53.348020,119.278720,36.602830,2
80.710700,104.657250,11.674790,2
12.906510,107.371830,93.657020,0
30.835210,173.908230,76.409560,0
24.781240,7.268150,10.184730,1
72.849390,39.933950,37.127090,2
50.169920,145.093630,11.323120,2
40.636640,97.014580,54.082710,0
81.836060,34.335640,80.783150,1
69.287840,111.174160,69.952790,3
41.201770,27.679520,66.576520,1
52.467230,127.874960,33.799880,2
90.686660,117.473970,8.540250,2
44.980400,151.271210,79.413460,0
49.459710,178.949510,26.766840,2
41.059870,179.719380,89.625670,0
68.571280,171.796110,8.877330,2
86.499500,64.123980,17.833150,2
23.936980,83.593700,25.119200,0
32.056760,26.995700,29.617680,1
57.228380,88.370740,34.671880,2
74.645210,178.701990,75.678920,3
33.200070,148.888430,15.198020,2
13.031800,69.125410,80.770240,0
24.634820,12.650680,13.170950,1
85.874500,126.756660,25.320120,2
55.529580,105.515920,65.543600,3
23.318760,172.880600,30.936860,0
69.413170,3.224930,37.265710,1
35.170980,108.696890,7.273630,2
79.013140,43.556160,67.703780,1
80.321210,112.375390,74.088320,3
66.186030,71.105960,80.885850,3
29.470140,114.242580,74.539770,0
37.895590,60.553520,45.934600,0
81.796350,185.984350,54.508340,3
66.146620,180.654720,9.854690,2
23.207860,141.780000,82.374450,0
85.702900,83.021440,8.933990,2
43.778150,46.146920,29.119650,2
77.226760,15.105420,82.758120,1
42.766910,119.212790,8.965220,2
33.735910,17.940180,96.154370,1
80.726160,91.926550,22.360250,2
93.345510,68.919320,16.098440,2
56.316440,188.754820,0.383030,2
23.812480,187.689530,17.108600,2
11.324350,114.037440,86.184380,0
47.710980,198.912850,67.917170,0
7.407490,198.566430,40.789420,0
28.740250,111.575840,30.430760,0
8.645750,0.285670,44.958340,1
83.686340,114.463040,99.920730,3
28.684660,56.091010,15.974950,2
16.406360,57.037320,79.284000,0
90.575680,195.017430,23.228970,2
88.129750,65.651020,11.284050,2
87.002490,127.221130,16.473090,2
42.983130,57.451540,73.679460,0
45.341620,197.855990,5.474500,2
35.501530,96.380030,50.313360,0
31.593580,145.848050,87.474710,0
93.871930,161.018680,85.058020,3
55.054530,165.177650,30.350390,2
39.847880,63.382600,46.738730,0
28.557960,192.322290,31.284460,0
9.804450,105.363430,5.709910,2
11.054320,43.877880,46.435020,0
43.325090,159.938370,73.947470,0
42.631830,66.740840,31.646880,2
77.399510,10.414480,1.282160,2
79.554440,95.429280,13.088110,2
23.556590,186.500790,85.950300,0
70.978510,96.445050,52.032360,3
97.524450,193.154090,21.526900,2
81.110460,39.448530,21.353750,2
67.609300,81.000220,93.154440,3
8.900970,102.305130,91.852150,0
90.411370,31.305840,36.663770,1
61.912140,31.878980,96.802220,1
91.474930,33.390040,12.115550,2
8.540850,181.888730,19.362380,0
41.628490,89.770270,59.901100,0
7.173530,45.351720,93.149040,0
90.841010,156.258130,1.940120,2
32.700680,125.591750,27.519020,2
90.958670,126.777890,7.190670,2
90.900560,191.553330,7.771240,2
53.236020,60.672860,39.283910,2
17.965120,115.614420,95.797940,0
50.307260,16.582920,62.000130,1
34.022300,171.185040,43.467810,0
19.283960,38.221120,76.876420,0
26.558760,153.446680,20.588730,2
32.168640,93.097390,94.319580,0
93.173140,41.374380,35.821900,2
14.939940,101.997020,46.058260,0
90.076020,186.001080,38.356740,2
49.173790,179.247250,80.670780,0
0.365630,64.011910,42.177420,0
22.971630,39.914320,3.778450,2
64.336970,52.502060,5.234720,2
23.097930,160.382790,85.148920,0
48.306620,83.214130,97.785370,0
20.056470,43.071860,29.186720,0
17.275730,75.873120,91.083420,0
61.534780,82.389310,93.441080,3
4.846420,42.055240,56.588860,0
61.555260,7.911500,40.303880,1
64.915400,139.614110,63.813990,3
32.056320,18.704020,42.711240,1
12.875440,189.524730,47.517090,0
31.725920,153.260810,49.794860,0
31.003400,162.393550,86.715220,0
67.300820,9.392880,56.632290,1
76.329490,27.300600,22.867080,2
88.249510,4.024340,75.272710,1
47.377330,89.354430,0.709650,2
81.939820,71.964980,54.076560,3
67.730070,140.525920,95.598010,3
53.134000,79.943910,95.370360,3
64.211020,59.630070,12.646420,2
84.255450,72.436320,66.046970,3
47.081640,39.785960,60.168660,1
6.068310,82.668490,54.661490,0
43.604700,149.734440,82.792500,0
77.124310,7.762590,19.412880,1
53.660750,186.964410,83.495680,3
84.253450,60.641640,42.944790,2
47.070590,31.474320,3.106810,2
94.690290,48.142520,23.994890,2
8.337910,185.701550,57.973710,0
66.703690,182.315380,34.562020,2
62.150730,7.759890,18.677250,1
83.124580,153.353670,35.064270,2
37.681060,106.710890,0.024100,2
24.124430,41.646360,25.048290,0
80.590580,55.934770,19.152130,2
50.426350,173.129010,24.134970,2
7.853620,71.280950,74.765180,0
55.069050,163.358670,95.959210,3
79.266250,120.760620,49.334160,2
4.006910,196.864400,38.348110,0
15.222820,133.341770,28.428830,0
58.577830,117.353580,44.572980,2
83.611860,52.993410,44.863260,2
53.769210,132.724940,78.397190,3
39.480730,129.209390,15.061100,2
93.264810,76.611760,72.952140,3
2.034110,41.037430,48.708250,0
87.825250,105.451030,92.987050,3
48.379690,98.089820,11.974680,2
80.265620,49.393080,89.961250,1
91.082420,188.662020,52.023050,3
67.709380,155.703180,13.101460,2
60.095720,6.859580,49.756610,1
15.484270,36.584590,36.504760,0
43.243720,124.634480,7.442840,2
50.369180,36.525030,57.397520,1
63.740460,111.341850,73.829550,3
33.560920,153.021320,43.276710,0
48.418450,129.620430,1.835840,2
65.399420,123.717030,30.984710,2
8.579430,18.187090,92.322370,0
68.927930,25.420520,35.672320,1
59.248300,167.114340,4.366090,2
23.663310,177.949800,0.916560,2
20.139910,191.804840,61.340180,0
26.167140,13.398220,2.819130,2
24.474510,176.297160,41.591370,0
72.033340,183.657010,40.804050,2
19.127740,103.423590,90.808370,0
80.437440,13.165970,69.257280,1
57.189750,181.492640,12.248140,2
53.403610,175.892540,41.002380,2
48.199490,14.092140,27.814360,1
32.450660,189.024490,28.266740,2
46.086870,134.260880,16.218340,2
48.644240,147.707810,86.685520,0
62.625930,133.810700,12.628350,2
94.577650,26.514820,77.467290,1
26.481630,186.718630,71.995950,0
75.381370,43.811830,44.304000,1
61.781320,153.994720,10.395940,2
96.236530,178.044130,27.034860,2
82.276020,103.664780,46.180650,2
31.443410,116.193720,72.988910,0
41.093290,125.843840,69.931290,0
71.112180,10.393220,85.974780,1
45.825330,52.483220,24.176450,2
48.301410,177.366310,37.834760,2
74.972570,19.363750,47.605670,1
99.168610,154.087560,21.052850,2
50.144150,46.724950,40.956090,2
78.008400,154.244960,22.810040,2
92.222330,118.513640,37.992430,2
50.193560,121.014250,55.989050,3
48.640500,100.986560,17.641190,2
81.273290,108.352060,13.107990,2
76.615710,186.488800,94.730690,3
36.901770,27.103370,51.839960,1
11.260920,186.797480,18.357960,0
25.276590,81.327310,38.316450,0
79.466290,91.263360,17.076830,2
26.720990,101.822680,14.745390,2
61.165570,113.149460,71.470230,3
93.770460,182.450910,94.607560,3
24.471560,26.313060,30.227670,0
89.508520,194.410690,85.932500,3
11.001770,189.485600,42.335800,0
0.931030,88.478750,4.606920,0
54.387790,67.710810,47.343490,2
61.317040,173.760220,66.190160,3
43.404890,163.885570,90.558210,0
11.976000,106.386600,28.451200,0
4.706120,133.709340,86.277080,0
16.290270,162.482730,85.339570,0
91.434040,53.057020,90.395310,1
32.066280,110.467600,5.050750,2
4.388110,144.074640,44.448000,0
25.629240,38.082700,66.995350,0
0.040150,161.178230,7.924960,0
19.148960,77.247280,48.485870,0
35.499510,64.142430,96.391600,0
64.157970,4.686590,43.017590,1
87.500870,60.291240,9.455630,2
75.838480,121.202770,57.031250,3
5.357660,28.099800,62.254940,0
20.782380,100.814020,54.488170,0
28.350720,189.685030,84.246410,0
72.237350,15.598770,10.613000,2
49.278130,32.142670,97.826550,1
15.852020,97.493570,36.412110,0
63.938640,25.807280,43.031640,1
27.470500,177.550300,4.058570,2
91.372750,166.598830,29.757070,2
78.929070,6.242710,96.686560,1
52.659490,60.656210,36.258320,2
6.640540,197.869900,3.929190,2
65.490710,88.547190,94.891620,3
24.599970,106.417360,48.235620,0
70.286640,13.602050,19.378910,1
21.456480,147.630150,18.913870,2
57.349180,43.048760,86.162500,1
94.218550,103.698590,35.230890,2
23.405780,9.956200,26.850010,1
65.423580,106.723390,94.404130,3
39.627730,138.772670,48.932270,0
51.257620,53.554860,45.495080,2
47.078500,141.328500,94.064000,0
32.932130,8.440090,49.629510,1
54.446130,33.688110,76.046460,1
98.492910,189.154940,19.710600,2
87.536320,140.898730,45.384660,2
54.061100,169.920030,48.013490,2
37.320740,98.649500,57.912980,0
18.907770,180.181550,67.418690,0
63.326890,19.899250,60.417390,1
12.096070,15.739540,52.731090,0
40.278550,117.762050,8.922220,2
43.098310,34.957340,98.710010,1
56.115020,137.487370,32.541830,2
9.473890,195.174170,28.625900,0
42.380820,129.972780,2.469730,2
81.025910,107.315640,27.821720,2
6.160800,32.499680,89.503390,0
68.602420,49.980340,6.560080,2
69.061530,114.481550,40.451950,2
36.361140,43.362860,66.961130,0
97.066800,35.143050,59.711660,1
42.418510,89.337740,25.414730,2
82.513490,97.051120,54.340590,3
30.476090,36.361690,8.591040,2
71.411910,39.246860,69.007540,1
39.037640,83.154960,46.917750,0
36.770850,20.124000,30.963180,1
66.373440,133.156880,28.622430,2
46.010260,38.689450,21.037210,2
2.304710,179.349310,21.070670,0
22.753390,55.920290,12.740810,2
63.926290,15.028590,13.420240,2
64.475670,67.932120,70.794780,3
55.742470,51.204230,65.082800,1
11.627370,107.282080,43.714810,0
26.787360,120.801000,87.133360,0
99.890470,121.552550,40.470590,2
22.520710,51.419220,47.945500,0
36.727770,182.762900,36.829550,0
37.344460,76.706900,83.662020,0
65.078830,122.833770,33.414300,2
81.790420,7.672770,87.079720,1
51.274990,79.650050,49.716730,2
66.741550,2.553090,87.155190,1
44.673950,68.593300,13.824560,2
43.946540,99.264550,40.364670,2
67.866010,84.179310,96.141760,3
59.927750,161.495590,10.935590,2
39.729130,67.369540,56.948240,0
86.111350,15.667640,7.257480,2
85.031770,42.570020,66.875330,1
54.287810,166.578720,12.508890,2
12.978300,111.363670,94.637870,0
41.499780,65.388420,60.668930,0
93.044860,167.385570,99.548360,3
2.256860,22.571630,60.946780,0
82.057640,57.048870,23.921110,2
78.697580,11.276370,36.938260,1
50.580920,112.069730,72.861520,3
35.484570,122.536870,58.537540,0
54.761610,128.096660,25.944920,2
8.464880,23.854330,22.458240,0
50.019790,168.088550,70.129330,3
78.904060,70.195120,40.465370,2
39.368190,38.374640,6.121670,2
59.091610,197.843340,16.682970,2
4.668480,155.906340,25.258600,0
82.964380,140.787330,94.567350,3
40.892720,132.393970,46.485480,0
63.058870,89.919780,18.863220,2
50.789740,105.716840,81.060380,3
73.552070,132.758320,11.338710,2
72.061630,100.061030,89.409950,3
91.987090,11.031320,82.064160,1
3.769740,73.433930,54.230000,0
14.810080,149.262760,0.835470,2
16.859900,116.159370,71.438760,0
91.664310,141.099330,67.177930,3
39.434110,0.256890,12.015930,1
53.455450,135.025980,41.744830,2
73.067900,104.372460,7.417620,2
19.201630,167.999640,72.491270,0
89.476200,23.511450,99.022250,1
20.940670,2.355980,99.742290,1
28.107390,133.603890,17.668230,2
58.022850,180.807000,32.018120,2
67.025400,37.580720,62.479540,1
33.645040,42.241650,31.318210,2
17.884110,180.383220,39.718690,0
24.527930,89.681570,32.053620,0
74.441930,194.243980,43.803370,2
86.103340,113.172610,15.723570,2
69.062270,102.686900,65.060650,3
88.968740,88.086910,90.117760,1
75.066900,97.720990,60.322210,3
32.558110,196.719460,66.735120,0
4.384690,65.324380,62.331440,0
5.633330,4.776840,45.002420,1
33.269020,87.659720,26.269330,2
16.471770,137.828670,51.457110,0
20.015420,63.917890,59.180790,0
7.222930,29.490600,7.324560,0
81.231730,150.481850,75.331290,3
71.632530,133.877080,47.699190,2
64.227820,7.672310,62.146440,1
77.787770,100.071670,35.751330,2
27.742670,128.560410,69.280120,0
87.096760,68.466820,76.977230,1
56.135580,176.567300,52.781210,3
51.762980,115.575420,74.931540,3
96.469050,14.712670,5.343460,2
93.755030,105.975130,61.490300,3
